id,prompt,k_kode,land,verdikjedeledd,pastand,type,status,niva,tall,enhet,data_aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
R6-NO-001,R6,BESLUTNING,NO,korn/lager,Landbruksdirektoratet leverte i 2022 en utredning av ulike modeller for beredskapslagring av matkorn.,utredning,,2,,,2022,https://www.regjeringen.no/no/dokumenter/beredskapslagring-av-matkonr/id2922307/,Landbruks- og matdepartementet,2022-06-15,nettside for Rapport nr. 31/2022,Ulike tilnærminger til etablering av beredskapslagring av matkorn.,primærkilde,høy,Rapport levert.,R6-forskning-praksis.md
R6-NO-002,R6,BESLUTNING,NO,korn/lager,Landbruks- og matministeren beskrev Landbruksdirektoratets rapport som et viktig grunnlag i regjeringens videre arbeid med matkornlager.,mottakeromtale,,3,,,2022,https://www.regjeringen.no/no/aktuelt/svar-pa-skriftlig-sporsmal-om-beredskapslagring-for-matkorn/id2931393/,Landbruks- og matdepartementet,2022-09-22,svar på skriftlig spørsmål nr. 2962,Her er Landbruksdirektoratets rapport et viktig grunnlag sammen med annen relevant informasjon.,primærkilde,høy,Egen mottakeruttalelse gir nivå 3. Åpnet beslutningsdokument viser ikke presis kausalitet til valgt lagerstørrelse.,R6-forskning-praksis.md
R6-NO-003,R6,BESLUTNING,NO,import/innsatsfaktorer/matforsyning,Meld. St. 16 (2024–2025) gjengir resultatene fra to regjeringsbestilte analyser av globale forsyningslinjer og sjømatens beredskapspotensial.,stortingsmelding,,3,,,2025,https://www.regjeringen.no/no/dokumenter/meld.-st.-16-20242025/id3093608/?ch=2,Regjeringen / Nærings- og fiskeridepartementet,2025,pkt. 6.11.5 Matvareforsyning,Analysene viser at forsyningslinjene for viktige importvarer til norsk matforsyning fremstår i stor grad som robuste,primærkilde,høy,Resultater brukes beskrivende i stortingsmelding; ingen identifisert regel-/praksisendring knyttes eksplisitt til dem.,R6-forskning-praksis.md
R6-NO-004,R6,MEGLER,NO,distribusjon/hele matforsyningen,Rådet for matvareberedskap er NFDs rådgivende organ ved beredskapsplanlegging og kriser og skal også fungere som departementets kriseorganisasjon i sektoren.,mandat/egenbeskrivelse,,3,,,2025,https://www.regjeringen.no/no/dep/nfd/org/etater-og-virksomheter-under-narings--og-fiskeridepartementet/styrer-rad-og-utvalg/permanente-styrer-rad-og-utvalg/radet-for-matvareberedskap/id2577746/,Nærings- og fiskeridepartementet,ikke oppgitt,mandat; aktive medlemmer pr. 31.03.2025,Rådet for matvareberedskap er et rådgivende organ for NFD ved beredskapsplanlegging og ved kriser.,primærkilde,høy,Nivå 3 brukes her for offentlig egenbeskrivelse av praksis; ikke bevis på bruk av bestemt forskning.,R6-forskning-praksis.md
R6-NO-005,R6,BARRIERE,NO,primærproduksjon/forbruk,"NOU 2023:17 siterer NIBIO-forskere for at produksjonen kan økes gjennom omlegging, men understreker at omleggingsevnen på kort sikt er begrenset.",offentlig utredning som siterer forskning,,3,,,2023,https://www.regjeringen.no/no/dokumenter/nou-2023-17/id2982767/?ch=5,Totalberedskapskommisjonen / Justis- og beredskapsdepartementet,2023,"kap. 16.5, matberedskap","Det er begrenset hvor mye som raskt kan legges om, så dette vil måtte foregå over et lengre tidsrom.",primærkilde,høy,Relevant materiell barriere mellom importerstatningspotensial og rask kriseimplementering.,R6-forskning-praksis.md
R6-DK-001,R6,BESLUTNING,DK,hele matsystemet,IFROs Food security in Denmark: A data-driven assessment var et bestillingsarbeid for Fødevarestyrelsen og ble publisert i 2024.,bestillingsrapport,,2,34,sider,2024,https://researchprofiles.ku.dk/en/publications/food-security-in-denmark-a-data-driven-assessment/,"Københavns Universitet, Institut for Fødevare- og Ressourceøkonomi",2024,publikasjonspost; IFRO Commissioned Work 2024/06,Food security in Denmark: A data-driven assessment,primær forskningsmetadata,høy,Ikke funnet i avgrenset søk i et dansk beslutningsdokument på nivå 3 eller høyere.,R6-forskning-praksis.md
R6-DK-002,R6,MEGLER,DK,tverrsektoriell forsyningssikkerhet,SAMSIK tilbyr et formalisert konsept for å samle og dele læring etter forsyningskritiske hendelser.,metode/veiledning,,2,,,2025,https://samsik.dk/forsyningssikkerhed/laeringsopsamling/,Styrelsen for Samfundssikkerhed,ikke oppgitt,"nettside, linjer 8–23 i åpnet versjon","Vi kan hjælpe jer med, at I får indsamlet og delt relevant viden og lavet tiltag",primærkilde,høy,"Konseptet dokumenterer mekanisme for læring, ikke faktisk implementering av enkeltanbefalinger.",R6-forskning-praksis.md
R6-DK-003,R6,MEGLER,DK,tverrsektoriell forsyningssikkerhet,SAMSIKs læringskonsept har et eget vedlegg for oppfølging av implementering.,metode/veiledning,,2,,,2025,https://samsik.dk/forsyningssikkerhed/laeringsopsamling/,Styrelsen for Samfundssikkerhed,ikke oppgitt,"Download materiale, Bilag 5",Bilag 5: Opfølgning på implementering,primærkilde,høy,At oppfølging finnes i metodeverket er ikke bevis på at tiltak er gjennomført.,R6-forskning-praksis.md
R6-FI-001,R6,MEGLER,FI,hele matsystemet,"NESA/HVKs sektorer og pooler kobler myndigheter, organisasjoner og sentrale selskaper og har operative beredskapsoppgaver.",institusjonsordning/egenbeskrivelse,,3,,,2026,https://www.huoltovarmuuskeskus.fi/huoltovarmuusorganisaatio/sektorit-ja-poolit,Huoltovarmuuskeskus,ikke oppgitt,avsnitt Sektorit ja poolit,Poolit vastaavat toimiala- ja toimipaikkakohtaisesta operatiivisesta varautumisesta,primærkilde,høy,"Nivå 3 gjelder dokumentert institusjonell praksisbeskrivelse, ikke opptak av en bestemt forskning.",R6-forskning-praksis.md
R6-FI-002,R6,MEGLER,FI,handel/industri/primærproduksjon,Hamsteri-prosjektet munnet ut i en offentlig kommunikasjonsveiledning med deltakelse fra flere NESA-pooler.,publisert kunnskapsprodukt,,2,,,2022,https://www.huoltovarmuuskeskus.fi/a/hamsteri-viestintaopas-neuvoo-niin-kuluttajaa-kuin-kauppiasta,Huoltovarmuuskeskus,2022-08-31,nettsak om sluttprodukt,Hamsteri-viestintäopas neuvoo niin kuluttajaa kuin kauppiasta,primærkilde,høy,Dokumenterer delt kunnskapsprodukt; effekt ikke evaluert i funnet materiale.,R6-forskning-praksis.md
R6-FI-003,R6,OPPFOLGING,FI,dyrehelse/svineproduksjon,Ruokavirasto opplyser at anbefalingene fra Potsi 2020 brukes i beredskapsplanleggingen i deltakende organisasjoner.,mottakerens egen påstand,,3,,,2021,https://www.ruokavirasto.fi/elaimet/elainten-terveys-ja-elaintaudit/elaintaudit/ajankohtaista-elaintaudeista/potsi-2020--valmiusharjoituksessa-varauduttiin-afrikkalaiseen-sikaruttoon/,Ruokavirasto,2021-04-15,sluttavsnitt om rapporter og anbefalinger,"suositukset, joita käytetään valmiussuunnittelussa kaikissa osallistuneissa organisaatioissa","primærkilde, egenpåstand",høy,"Etter oppdragets regel er dette nivå 3, ikke 4; ingen plan som viser konkret endring ble funnet.",R6-forskning-praksis.md
R6-NORD-001,R6,OPPFOLGING,NORD,hele matsystemet,"Nordic Food Alert anbefaler mer systematisk stresstesting, men formuleringen er en oppfordring og ikke et vedtak.",TemaNord-rapport,,2,,,2025,https://pub.norden.org/temanord2025-528/executive-summary.html,Nordic Council of Ministers,2025-03-11,Executive summary,regional stakeholders are encouraged ... by adopting more systematic stress-testing schedules,primærkilde/programrapport,høy,Ingen senere vedtatt nordisk stresstestplan ble funnet i avgrenset søk.,R6-forskning-praksis.md
R6-EU-001,R6,OPPFOLGING,EU,hele matsystemet,EFSCMs ekspertgruppe publiserte 23. juli 2024 anbefalinger for å redusere risiko og sårbarheter i EUs matforsyningskjeder.,ekspertgruppeanbefaling,,2,,,2024,https://agriculture.ec.europa.eu/media/news/proofing-eu-food-supply-chain-against-crises-new-set-recommendations-2024-07-23_en,"European Commission, DG Agriculture and Rural Development",2024-07-23,nyhet/dokumentomtale,The expert group ... published its latest recommendations to mitigate,primær institusjonskilde,middels,Anbefalingene er uforpliktende. Ingen mottakerbeslutning som dokumenterer implementering ble funnet.,R6-forskning-praksis.md
R6-SE-005,R6,EVALUERING,SE,hele matsystemet,"Formas opplyste ved 2024-tildelingen at eldre matsystemsentre fra 2020 hadde vært gjennom internasjonal ekspertvurdering, men dette er ikke en evaluering av de nye beredskapssentrenes myndighetsbruk.",institusjonsomtale av evaluering,,3,,,2024,https://formas.se/kunskap-och-fordjupning/nyheter/nyheter/2024-11-27-fossilfritt-sakert-och-cirkulart---nya-centrum-starker-sveriges-livsmedelssystem.html,Formas,2024-11-27,avsnitt om tidligere centrumbildningar,sitat ikke tilgjengelig,sekundær institusjonsomtale,middels,Ikke tellbar som nivå-5-evaluering av beredskapsforskning.,R6-forskning-praksis.md
R6-NORD-002,R6,BARRIERE,NORD,hele matsystemet,En systematisk forskningsoversikt analyserer hvorfor agri-food-systemer er motstandsdyktige mot nye endringsretninger og behandler systemiske lock-in-mekanismer.,forskning/systematisk review,,2,,,2021,https://doi.org/10.1016/j.gfs.2021.100576,Global Food Security / Elsevier,2021,"Vol. 31, artikkel 100576",sitat ikke tilgjengelig,fagfellevurdert forskning,svak,Fullteksten kunne ikke åpnes i siste innhenting; derfor brukes ikke et konstruert ordrett sitat.,R6-forskning-praksis.md
R6-IS-001,R6,SOKEFUNN,IS,mat/nødlagre,En islandsk regjeringsoppnevnt arbeidsgruppe publiserte i 2022 en rapport om nødlagre som omfattet mat og nødvendige innsatsfaktorer til matproduksjon; søket viste ikke at rapporten siterte LbhÍ-rapporten fra 2021.,offentlig rapport,,2,,,2022,https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2022/09/28/Skyrsla-starfshops-um-neydarbirgdir/,Stjórnarráð Íslands,2022-09-28,nettsak om rapport,Matvæli og nauðsynleg aðföng vegna matvælaframleiðslu.,primærkilde,middels,Tas ikke som belegg for forskning→lagerendring; koblingen til LbhÍ 2021 ble ikke funnet.,R6-forskning-praksis.md
