id,pakke,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,status,relevans,kommentar
G4-FI-002,G4,K3,FI,primærproduksjon,"BuildBackBetter (Luke, 2021–2023) identifiserte systemiske løftestenger for resiliens og adaptiv kapasitet i finsk matsystem.",fakta,,,2023,https://www.luke.fi/en/projects/bbb-buildbackbetter,Luke,,Objective,enhancing resilience and adaptive capacity of the system,primær,lest_i_kilde,aktørkart,
G4-FI-003,G4,K3,FI,primærproduksjon;foredling;distribusjon og handel,"SecureFood (Horizon Europe 101136583, 2024–2027) inkluderer Luke (LUONNONVARAKESKUS) som partner; total EU-bidrag ca. 8 M€.",tall,7999093.75,EUR,2024,https://cordis.europa.eu/project/id/101136583,European Commission / CORDIS,2023-12-06,Project Information / Participants,LUONNONVARAKESKUS,primær,lest_i_kilde,søknad,Horizon-deltakelse Luke
G4-FI-004,G4,K3,FI,primærproduksjon,"ARMAS (Ruralia/Helsinki, 2024–2027) skal styrke matsystemaktørers kompetanse om huoltovarmuus/resilienssi og utrulle planleggingsverktøy for elintarvikehuoltovarmuus.",fakta,,,2024,https://researchportal.helsinki.fi/fi/projects/huoltovarmuutta-ja-resilienssi%C3%A4-ruokaj%C3%A4rjestelm%C3%A4%C3%A4n-2/,Helsingin yliopisto / Ruralia,2024,Kuvaus,tuottaa elintarvikkeiden huoltovarmuussuunnittelun työvälineitä,primær,lest_i_kilde,hvitbok_kap10,Planlagt konvertering
G4-DK-001,G4,K3,DK,,"Danske forskningsmiljøer kan være partnere i NordForsk food security-utlysningen, men ikke prosjekteier.",policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ,project owner cannot be from Denmark,primær,lest_i_kilde,søknad,"Gjelder DTU, Aarhus, KU"
G4-DK-002,G4,K3,DK,import og innsatsvarer;primærproduksjon,IFRO/Københavns universitet leverte Food security in Denmark: A data-driven assessment (2024) på oppdrag fra Fødevarestyrelsen.,case,,,2024,https://researchprofiles.ku.dk/en/publications/food-security-in-denmark-a-data-driven-assessment/,University of Copenhagen / IFRO,2024,Commissioning body,Commissioning body Danish Veterinary and Food Administration,primær,lest_i_kilde,hvitbok_kap10,Dokumentert konvertering
G4-DK-003,G4,K3,DK,"forbruk, storhusholdning og kjøkken;distribusjon og handel","FoodCLIC (Horizon, 2022–2027) ved Aarhus universitet utvikler urbane matpolicyer og Living Labs for sunne/bærekraftige matomgivelser.",fakta,,,2022,https://pure.au.dk/portal/en/projects/integrated-urban-food-policies-developing-sustainability-co-benef/,Aarhus University,2022,Description,urban food environments that make healthy and sustainable food available,primær,lest_i_kilde,aktørkart,"Resiliens/tilgjengelighet, ikke eksplisitt kriseberedskap"
G4-DK-004,G4,K3,DK,foredling,"DTU Food arbeider primært med mattrygghet, helse og bærekraftig matteknologi; formell forsyningsberedskapsprofil ikke funnet som hovedspor i avgrenset søk.",vurdering,,,2026,https://www.food.dtu.dk/english,DTU National Food Institute,,Forside,"Healthy, safe, and sustainable food",primær,lest_i_kilde,aktørkart,status=lest_i_kilde; negativt funn avgrenset
G4-IS-001,G4,K3,IS,primærproduksjon,Landbúnaðarháskóli Íslands publiserte rapporten Fæðuöryggi á Íslandi for Ministry of Industries and Innovation; Matís omtaler domestisk korn til mat ca. 1 % av konsum.,case,1,%,2021,https://matis.is/en/frettir/faeduoryggi-a-islandi-taekifaeri-i-framleidslu-a-korni/,Matís (omtale av LbhÍ-rapport),2021-04-07,Artikkel,domestic production of cereals for human consumption is only about 1%,primær,lest_i_kilde,hvitbok_kap10,Myndighetsoppdrag ifølge Matís; tall fra LbhÍ-rapport
G4-IS-002,G4,K3,IS,primærproduksjon;foredling,Matís driver FoU på islandsk bygg og havre i verdikjede fra høsting til matproduksjon i samarbeid med Landbúnaðarháskóli og industri.,fakta,,,2021,https://matis.is/en/frettir/faeduoryggi-a-islandi-taekifaeri-i-framleidslu-a-korni/,Matís,2021-04-07,Artikkel,value chain of grain from grain cutting to food production,primær,lest_i_kilde,aktørkart,
G4-EE-001,G4,K3,EE,avfall og sidestrømmer,Eesti Maaülikool deltar i BioBaltic – nordisk-baltisk samarbeid om sirkulær bioøkonomi.,fakta,,,,https://www.emu.ee/biobaltic-nordicbaltic-cooperation-on-circular-bioeconomy,Eesti Maaülikool,,Prosjektside,Nordic-Baltic Cooperation on circular bioeconomy,primær,lest_i_kilde,aktørkart,Eksplisitt matberedskap ikke funnet
G4-LT-001,G4,K3,LT,primærproduksjon;distribusjon og handel,Vytautas Magnus-universitetet er partner i RegioFoodS (FutureFoodS 2026–2029) om regionale matsystemers resiliens i Norden og Baltikum.,fakta,,,2026,https://www.helsinki.fi/en/ruralia-institute/regiofoods,University of Helsinki Ruralia (RegioFoodS),2026,Prosjektomtale,regional food systems,primær,lest_i_kilde,aktørkart,Bekreftet også via Vinnova/Lund; VMU i partnerliste i søk
G4-EE-002,G4,K3,EE,,Estiske og litauiske forskningsutførende organisasjoner kan være NordForsk-prosjekteier; ved baltisk eier kreves nordisk co-host for nordisk finansieringsavtale (call FAQ).,policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ consortia / eligibility,"from Norway, Sweden, Finland, Faroe Islands, Iceland, Estonia or Lithuania",primær,lest_i_kilde,søknad,Co-host-krav beskrevet i ETAG/FAQ
G4-XX-001,G4,K3,Norden,foredling,"Nofimas nordiske akvatiske matsystem-prosjekt inkluderer partnere i NO, SE, DK, FI, IS/Færøyene og knytter eksplisitt akvatisk mat til beredskap.",fakta,,,2024,https://nofima.no/prosjekt/akvatiske-matsystemer-i-norden/,Nofima,2024,Samarbeid,Island: Islands Universitet,primær,lest_i_kilde,aktørkart,
G4-XX-002,G4,K3,Norden,,Dedikerte etterutdanningstilbud med eksplisitt tittel matberedskap/livsmedelsberedskap ble ikke funnet i avgrenset søk blant startmiljøene; nærmeste er matsystemmastere (NMBU/SLU) og ARMAS-kompetanseformidling.,vurdering,,,2026,https://www.nmbu.no/en/studies/master-2-year/sustainable-food-systems,NMBU m.fl.,,Søkelogg G4,Sustainable Food Systems,primær,lest_i_kilde,søknad,Negativt funn – ikke bevis for at tilbud ikke finnes
G4-XX-003,G4,K3,NO,import og innsatsvarer,Ifølge Nofima ble kun 8 % av ingrediensene i laksefôr produsert i Norge i 2020 – brukt som bakgrunn for sjømat-matsikkerhetsprosjektet.,tall,8,%,2020,https://nofima.com/projects/the-role-of-seafood-in-norwegian-food-security/,Nofima,2025,Background,only 8% of the ingredients in salmon feed were produced in Norway,primær,lest_i_kilde,bakgrunn,Sitert prosjektbakgrunn; ikke ny egenanalyse
G4-SE-010,G4,K3,SE,"forbruk, storhusholdning og kjøkken","PLATE-senteret (Stockholm Resilience Centre m. SLU) skal forske på måltiders rolle for økt beredskap, bærekraft og konkurransekraft.",fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU,2024-12-13,PLATE-avsnitt,"måltidens roll för ökad beredskap, hållbarhet och konkurrenskraft",primær,lest_i_kilde,hvitbok_kap7,
G4-FI-005,G4,K3,FI,,Luke og Ruralia (Helsinki) er forskningsutførende og kan være NordForsk-prosjekteier; SecureFood viser Lukes Horizon-deltakelse på food systems resilience.,vurdering,,,2026,https://www.luke.fi/en/projects/securefood,Luke,2024,Project page,"enhance resilience, contribute to food security",primær,lest_i_kilde,søknad,
G5-ALL-001,G5,K4,ALL,tverrgaende,"FAO RIMA måler husholdningsresiliens via fire søyler inkludert Adaptive Capacity med spørsmål om utdanning og trening.",fakta,,,,"https://openknowledge.fao.org/server/api/core/bitstreams/381c85aa-9de1-434b-8928-f6c92ee633b0/content",FAO,ukjent (kortskjema),s.1-2 RIMA short,"Modules required... Adaptive Capacity (AC)",primær,lest_i_kilde,indikator,Kompetanseproxier på husholdningsnivå; ikke nordisk offisiell serie
G5-ALL-002,G5,K4,ALL,primærproduksjon,"RIMA Adaptive Capacity inkluderer antall år formell utdanning for husholdningsmedlemmet med høyest utdanning.",fakta,,,,"https://openknowledge.fao.org/server/api/core/bitstreams/381c85aa-9de1-434b-8928-f6c92ee633b0/content",FAO,ukjent,Q18a,"How many years has the household member with the highest level of education attended formal school?",primær,lest_i_kilde,indikator,
G5-ALL-003,G5,K4,ALL,primærproduksjon,"RIMA spør om husholdningen har mottatt trening siste 12 måneder.",fakta,,,,"https://openknowledge.fao.org/server/api/core/bitstreams/381c85aa-9de1-434b-8928-f6c92ee633b0/content",FAO,ukjent,Q24a,"Have the household members received any training in the last 12 months?",primær,lest_i_kilde,indikator,
G5-ALL-004,G5,K4,ALL,tverrgaende,"SOFA 2021 introduserer et sett indikatorer for nasjonal agrifood-systemresiliens for over 140 land.",fakta,,,,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,rapportens formål/åpning,"Introduces a suite of indicators for over 140 countries, measuring resilience of national agrifood systems",primær,lest_i_kilde,indikator,Også i SOFA ppt-sammendrag
G5-ALL-005,G5,K4,ALL,primærproduksjon,"SOFA 2021 PPFI måler absorpsjonskapasitet i primærproduksjon via diversitet i produksjon og markeder.",fakta,,,,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,Annex 3 Table A3.1,"PRIMARY PRODUCTION FLEXIBILITY INDEX (PPFI) FOR PROTEIN, 2016–2018",primær,lest_i_kilde,indikator,Ikke kompetanseindikator
G5-NO-006,G5,K4,NO,primærproduksjon,"Norges PPFI for protein (2016–2018) er 0,43 ifølge SOFA 2021 annex.",tall,0.43,indeks 0-1,2016-2018,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,Table A3.1 Norway,"Norway ... 0.43",primær,lest_i_kilde,indikator,Total PPFI value
G5-SE-007,G5,K4,SE,primærproduksjon,"Sveriges PPFI for protein (2016–2018) er 0,61.",tall,0.61,indeks 0-1,2016-2018,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,Table A3.1 Sweden,"Sweden ... 0.61",primær,lest_i_kilde,indikator,
G5-DK-008,G5,K4,DK,primærproduksjon,"Danmarks PPFI for protein (2016–2018) er 0,63.",tall,0.63,indeks 0-1,2016-2018,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,Table A3.1 Denmark,"Denmark ... 0.63",primær,lest_i_kilde,indikator,
G5-FI-009,G5,K4,FI,primærproduksjon,"Finlands PPFI for protein (2016–2018) er 0,54.",tall,0.54,indeks 0-1,2016-2018,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,Table A3.1 Finland,"Finland ... 0.54",primær,lest_i_kilde,indikator,
G5-IS-010,G5,K4,IS,primærproduksjon,"Islands PPFI for protein (2016–2018) er 0,31.",tall,0.31,indeks 0-1,2016-2018,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,Table A3.1 Iceland,"Iceland ... 0.31",primær,lest_i_kilde,indikator,Lavest blant nordiske i tabellen
G5-ALL-011,G5,K4,ALL,distribusjon,"SOFA 2021 DSFI måler fleksibilitet i dietetisk forsyning (bl.a. kilokalorier) for 2016–2018.",fakta,,,,"https://www.fao.org/3/cb4476en/cb4476en.pdf",FAO,2021,Table A3.2,"DIETARY SOURCING FLEXIBILITY INDEX (DSFI) FOR KILOCALORIES",primær,lest_i_kilde,indikator,Alle fem nordiske land i annex
G5-ALL-012,G5,K4,ALL,tverrgaende,"GFSI 2022 evaluerer 113 land med 68 indikatorer i fire søyler; tidligere resilienspilar omdøpt til Sustainability and Adaptation.",fakta,68,indikatorer,2022,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Preface/Methodology,"four key pillars: affordability, availability, quality and safety, and sustainability and adaptation",primær,lest_i_kilde,indikator,
G5-FI-013,G5,K4,FI,tverrgaende,"Finland rankes nr. 1 i GFSI 2022 med score 83,7.",tall,83.7,GFSI score 0-100,2022,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Appendix I results,"1 Finland 83.7",primær,lest_i_kilde,bakgrunn,
G5-NO-014,G5,K4,NO,tverrgaende,"Norge rankes nr. 3 i GFSI 2022 med score 80,5.",tall,80.5,GFSI score 0-100,2022,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Appendix I,"3 Norway 80.5",primær,lest_i_kilde,bakgrunn,
G5-SE-015,G5,K4,SE,tverrgaende,"Sverige rankes =7 i GFSI 2022 med score 79,1.",tall,79.1,GFSI score 0-100,2022,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Appendix I,"=7 Sweden 79.1",primær,lest_i_kilde,bakgrunn,
G5-DK-016,G5,K4,DK,tverrgaende,"Danmark rankes =14 i GFSI 2022 med score 77,8.",tall,77.8,GFSI score 0-100,2022,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Appendix I,"=14 Denmark 77.8",primær,lest_i_kilde,bakgrunn,
G5-IS-017,G5,K4,IS,tverrgaende,"Island er ikke funnet i GFSI 2022 resultattabellen i globalrapporten (113 land).",fakta,,,,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Appendix I,"Iceland ikke listet i utdrag/søk i rapporttekst",primær,lest_i_kilde,indikator,Negativt funn i avgrenset søk i PDF
G5-ALL-018,G5,K4,ALL,primærproduksjon,"GFSI 2022 la til indikator 2.1.4 Access to extension services (kvalitativ scoring).",fakta,,,,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Methodology 2.1.4,"Do farmers have access to agricultural extension or advisory services?",primær,lest_i_kilde,indikator,Kompetanseproxy
G5-ALL-019,G5,K4,ALL,primærproduksjon,"GFSI 2022 indikator 2.2.2 måler tilgang til landbruksteknologi, utdanning og ressurser via TFP-proxy.",fakta,,,,"https://insights.economistenterprise.com/sustainability/project/food-security-index/resources/Economist_Impact_GFSI_2022_Global_Report_Sep_2022.pdf",Economist Impact,2022,Methodology 2.2.2,"Access to agricultural technology, education and resources",primær,lest_i_kilde,indikator,
G5-ALL-020,G5,K4,ALL,tverrgaende,"HLPE-20 executive summary inkluderer agency som én av seks matsikkerhetsdimensjoner og vektlegger capacity development.",fakta,,,,"https://www.fao.org/media/docs/devhlpelibraries/report-20/hlpe20_executive-summary_en_web.pdf",HLPE-FSN,2025,exec. summary note/agency,"six dimensions of food security: availability, accessibility, utilization, stability, sustainability and agency",primær,lest_i_kilde,indikator,Normativt; ingen KPI-liste i exec summary
G5-ALL-021,G5,K4,ALL,tverrgaende,"HLPE-20 beskriver equitably transformative resilience som å styrke agency og kapasitet hos individer og samfunn.",policy_mål,,,,"https://www.fao.org/media/docs/devhlpelibraries/report-20/hlpe20_executive-summary_en_web.pdf",HLPE-FSN,2025,ETR-avsnitt,"enabling agency, capacity building and the exercise of local values",primær,lest_i_kilde,hvitbok_kap10,
G5-ALL-022,G5,K4,ALL,tverrgaende,"OECD-rapporten Towards resilient food systems ble publisert 22. september 2023 og er en policyanalyse uten eget landindeks i metadata.",fakta,,,,"https://doi.org/10.1787/f7998e46-en",OECD,2023-09-22,Crossref title/date,"Towards resilient food systems",primær,kun_sammendrag,indikator,PDF ikke åpnet (paywall); brukt Crossref + OECD HTML
G5-ALL-023,G5,K4,ALL,tverrgaende,"JRC145765 beskriver et operativt stresstestrammeverk for EU-matsikkerhet med systemkartlegging og scenariodesign (sammendrag).",fakta,,,,"https://ideas.repec.org/p/ipt/iptwpa/jrc145765.html",EU JRC,katalog 2025/26,RePEc abstract,"scalable, flexible framework for stress-testing food supply chains in the European Union",primær,kun_sammendrag,indikator,Fulltekst-PDF 403 i dette søket
G5-ALL-024,G5,K4,ALL,tverrgaende,"Prosjektets kunnskapsgrunnlag 2026-09-07 oppsummerer at JRC-rammen behandler stresstest som utforskning av mulige sjokk, ikke prognose.",vurdering,,,,"/workspace/kompetanse-beredskap-2026-09-14/sources/matsikkerhet-beredskap-kunnskapsgrunnlag-2026-09-07.md",Food Systems-prosjektet,2026-09-07,avsnitt om EU/JRC,"stresstest som utforskning av mulige sjokk, ikke som prognose",sekundær,lest_i_kilde,bakgrunn,Intern syntese basert på tidligere lesning av JRC145765
G5-SE-025,G5,K4,SE,tverrgaende,"Livsmedelsverket og Jordbruksverket har sammenstilt 101 indikatorer for hele den svenske matkjeden i NIL 2025.",tall,101,indikatorer,2025,"https://www.livsmedelsverket.se/om-oss/press/pressmeddelanden/forsta-samlade-bilden-over-sveriges-livsmedelsforsorjning/",Livsmedelsverket,2025,pressemelding,"sammanställt 101 olika indikatorer för hela livsmedelskedjan",primær,lest_i_kilde,indikator,
G5-SE-026,G5,K4,SE,tverrgaende,"NIL 2025-sifrene er ifølge rapporten ikke direkte mål på Sveriges beredskap; andre metoder kreves for beredskapsvurdering.",fakta,,,,"https://www.livsmedelsverket.se/globalassets/publikationsdatabas/rapporter/2025/2025---livsmedelsforsorjningen-i-siffror.pdf",Livsmedelsverket & Jordbruksverket,2025,Sammanfattning,"De är dock inga direkta mått på Sveriges beredskap; för att göra sådana bedömningar krävs andra metoder.",primær,lest_i_kilde,indikator,Svarer direkte på åpent prosjektspørsmål
G5-SE-027,G5,K4,SE,forbruk,"Ifølge NIL 2025 kan svensk dagligvarehandel utgjøre en buffer på ca. to uker uten ny tilførsel.",tall,2,uker,2025,"https://www.livsmedelsverket.se/globalassets/publikationsdatabas/rapporter/2025/2025---livsmedelsforsorjningen-i-siffror.pdf",Livsmedelsverket & Jordbruksverket,2025,Sammanfattning Vägen till konsument,"täcka befolkningens behov i cirka två veckor utan tillförsel",primær,lest_i_kilde,indikator,
G5-SE-028,G5,K4,SE,forbruk,"Bare 60 prosent av svenske kommuner har en form for beredskapsplan for måltidsvirksomhet (NIL 2025).",tall,60,prosent,2025,"https://www.livsmedelsverket.se/globalassets/publikationsdatabas/rapporter/2025/2025---livsmedelsforsorjningen-i-siffror.pdf",Livsmedelsverket & Jordbruksverket,2025,Sammanfattning,"bara 60 procent av kommunerna har någon form av beredskapsplan för sin måltidsverksamhet",primær,lest_i_kilde,indikator,Institusjonell kapasitet-proxy
G5-SE-029,G5,K4,SE,primærproduksjon,"I förmågekartlegging er primærbedrifter mest følsomme for bortfall av el og drivstoff, deretter transporter og arbeidskraft.",fakta,,,,"https://jordbruksverket.se/download/18.26ed604318e78be4a23973f/1711619611757/Uppbyggnad-av-livsmedelsberedskapen-2021-2023-tga.pdf",SLV/JV/SVA,2024,§4.2.1,"Mest känsliga är företagen för störningar som bortfall av el och drivmedel, följt av transporter och arbetskraft.",primær,lest_i_kilde,indikator,Arbeidskraft som sårbarhet – ikke KPI
G5-SE-030,G5,K4,SE,foredling,"Svenske myndigheter spør bedrifter om de har utdannings- og øvelsesvirksomhet i förmågekartleggingen.",fakta,,,,"https://jordbruksverket.se/download/18.26ed604318e78be4a23973f/1711619611757/Uppbyggnad-av-livsmedelsberedskapen-2021-2023-tga.pdf",SLV/JV/SVA,2024,förmågespørsmål,"Har företaget utbildnings- och övningsverksamhet?",primær,lest_i_kilde,indikator,Spørsmål finnes; publisert tidsserie ikke funnet
G5-SE-031,G5,K4,SE,tverrgaende,"Personalförsörjning i sivilt forsvar for matkjeden er et pågående utredningsområde i 2024 ifølge beredskapsrapporten.",policy_mål,,,,"https://jordbruksverket.se/download/18.26ed604318e78be4a23973f/1711619611757/Uppbyggnad-av-livsmedelsberedskapen-2021-2023-tga.pdf",SLV/JV/SVA,2024,§5.12,"Under 2024 kommer myndigheterna börja utreda möjligheten att krigsplacera personal på företag",primær,lest_i_kilde,søknad,
G5-FI-032,G5,K4,FI,primærproduksjon,"HVK oppgir at VNp om huoltovarmuus-mål krever minst seks måneders gjennomsnittlig menneskelig kornforbruk i varmuusvarasto.",policy_mål,6,måneder,mål (sitert 2023),"https://www.huoltovarmuuskeskus.fi/a/varmuusvarastoviljan-lisahankinnat-on-saatu-paatokseen",Huoltovarmuuskeskus,2023-03-27,artikkeltekst,"vähintään kuuden kuukauden keskimääräistä kulutusta ihmisravinnoksi",primær,lest_i_kilde,indikator,Finlex fulltekst SPA ikke ekstrahert; HVK primær
G5-FI-033,G5,K4,FI,primærproduksjon,"Etter ekstra kornkjøp jan–mar 2023 hadde staten ca. ni måneders korn i varmuusvarasto ifølge HVK.",implementert,9,måneder,2023,"https://www.huoltovarmuuskeskus.fi/a/varmuusvarastoviljan-lisahankinnat-on-saatu-paatokseen",Huoltovarmuuskeskus,2023-03-27,ingress,"noin yhdeksän kuukauden edestä viljaa aiemman kuuden kuukauden sijaan",primær,lest_i_kilde,indikator,Implementert nivå ≠ nødvendigvis nytt lovmål
G5-FI-034,G5,K4,FI,tverrgaende,"Ny VNp om huoltovarmuus-mål ble vedtatt 24.10.2024 og erstatter 2018-beslutningen ifølge HVK.",vedtak,,,,"https://www.huoltovarmuuskeskus.fi/a/uusi-valtioneuvoston-paatos-huoltovarmuuden-tavoitteista-huomioi-muuttuneen-turvallisuusympariston",Huoltovarmuuskeskus,2024-10-24,ingress,"Valtioneuvosto on 24.10.2024 tehnyt päätöksen huoltovarmuuden tavoitteista",primær,lest_i_kilde,bakgrunn,568/2024
G5-FI-035,G5,K4,FI,tverrgaende,"HVK beskriver elintarvikehuolto som overvåking av strukturendring, kapasitet og verdensmarkeder og analyse av effekt på huoltovarmuus.",fakta,,,,"https://www.huoltovarmuuskeskus.fi/toimialat/elintarvikehuolto",Huoltovarmuuskeskus,udatert side,Tehtävät ja tavoitteet,"seuraa alan rakennemuutosta, kapasiteetin kehitystä",primær,lest_i_kilde,indikator,Institusjonell kapasitet – ikke KPI-liste
G5-DK-036,G5,K4,DK,avfall,"Eurostat rapporterer Danmarks totale matsvinn til 254 kg per innbygger i 2022.",tall,254,kg per innbygger,2022,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/env_wasfw",Eurostat,oppdatert 2026-02-18,env_wasfw TOT KG_HAB geo=DK time=2022,"254",primær,lest_i_kilde,indikator,Sirkularitetsskala
G5-FI-037,G5,K4,FI,avfall,"Eurostat rapporterer Finlands totale matsvinn til 109 kg per innbygger i 2022.",tall,109,kg per innbygger,2022,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/env_wasfw",Eurostat,2026-02-18,env_wasfw FI,"109",primær,lest_i_kilde,indikator,
G5-SE-038,G5,K4,SE,avfall,"Eurostat rapporterer Sveriges totale matsvinn til 123 kg per innbygger i 2022 (estimert).",tall,123,kg per innbygger,2022,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/env_wasfw",Eurostat,2026-02-18,env_wasfw SE status=e,"123",primær,lest_i_kilde,indikator,Flagget estimat
G5-NO-039,G5,K4,NO,avfall,"Eurostat rapporterer Norges totale matsvinn til 150 kg per innbygger i 2022.",tall,150,kg per innbygger,2022,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/env_wasfw",Eurostat,2026-02-18,env_wasfw NO,"150",primær,lest_i_kilde,indikator,
G5-IS-040,G5,K4,IS,avfall,"Eurostat rapporterer Islands totale matsvinn til 159 kg per innbygger i 2022.",tall,159,kg per innbygger,2022,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/env_wasfw",Eurostat,2026-02-18,env_wasfw IS,"159",primær,lest_i_kilde,indikator,
G5-IS-041,G5,K4,IS,tverrgaende,"Statistics Iceland publiserer eksperimentell statistikk om mattilgjengelighet/matflyt; ikke et beredskapsmål.",fakta,,,,"https://statice.is/publications/news-archive/miscellaneous/availability-of-food-in-iceland-approximately-1200-kg-per-person/",Statistics Iceland,nyhetsarkiv,tittel/omtale,"Availability of food in Iceland approximately 1,200 kg per person",primær,kun_sammendrag,indikator,Eksperimentell; full metode i metadata
G5-DK-042,G5,K4,DK,tverrgaende,"Et samlet offisielt dansk indikatorsett for fødevareberedskap ble ikke funnet i avgrenset søk (Fødevarestyrelsen beredskabsplaner / Samsik veiledning uten KPI-panel).",fakta,,,,"https://foedevarestyrelsen.dk/om-os/nationalt-og-internationalt-samarbejde/nationale-samarbejder/foedevarestyrelsen-og-det-nationale-beredskab/foedevarestyrelsens-beredskabsplaner",Fødevarestyrelsen,udatert,side om beredskabsplaner,"ikke funnet KPI-sett i avgrenset søk",primær,ikke_verifisert,indikator,Negativt funn – fravær ≠ bevis
G5-ALL-043,G5,K4,ALL,tverrgaende,"Åpent prosjektspørsmål bekreftes for kompetanse: klare, sammenlignbare kompetanse-/øvelsesindikatorer mangler utenfor sirkularitetsskalaen; sirkularitet har Eurostat-serier.",vurdering,,,,"/workspace/kompetanse-beredskap-2026-09-14/g5/G5-indikatorer.md",G5-syntese,2026-09-14,§0,"Gapet er ... fravær av operative, sammenlignbare indikatorer for kompetanse",sekundær,lest_i_kilde,hvitbok_kap10,Syntese av G5; ikke ny primærpåstand
G5-ALL-044,G5,K4,ALL,tverrgaende,"EU Agri-food data portal overvåker food supply (selvforsyning/import) og food security (priser, kalori/protein, affordability) uten kompetanseindikatorer i portalbeskrivelsen.",fakta,,,,"https://agridata.ec.europa.eu/extensions/DataPortal/food-monitoring.html",European Commission,løpende,Monitoring-seksjoner,"Food supply... Food security... calories and protein intake",primær,lest_i_kilde,indikator,WebFetch/søk
G6-NO-001,G6,K1,NO,foredling,"Beredskapslagring av matkorn i Norge skal være korn (mathvete), ikke mel eller annen bearbeidet vare – dermed kreves foredlingskompetanse for at reserve skal bli mat.",policy_mål,,,2023,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Rapport%202023%2017%20Beredskapslagring%20av%20matkorn.pdf/_/attachment/inline/c490a06e-4588-4e41-8a15-95ef45cfda60:33698f26c6deee389e3702247a211c7411fb0dad/Rapport%202023%2017%20Beredskapslagring%20av%20matkorn.pdf,Landbruksdirektoratet,2023-02-20,§1.2 Avgrensinger,"Kun korn, og bare mathvete, skal inngå i lagringen, ikke mel eller andre bearbeidete varer",primær,lest_i_kilde,hvitbok_kap7,Kort 1 kompetansebehov
G6-NO-002,G6,K2,NO,foredling,"Landbruksdirektoratet anbefaler at forvaltningskompetanse for kornberedskap ligger hos flere ansatte for å sikre gjennomføring ved uttak.",vurdering,,,2023,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Rapport%202023%2017%20Beredskapslagring%20av%20matkorn.pdf/_/attachment/inline/c490a06e-4588-4e41-8a15-95ef45cfda60:33698f26c6deee389e3702247a211c7411fb0dad/Rapport%202023%2017%20Beredskapslagring%20av%20matkorn.pdf,Landbruksdirektoratet,2023-02-20,§2.5 Forvaltningskostnader,"Det er viktig at kompetansen knyttet til forvaltningen ligger hos flere ansatte",primær,lest_i_kilde,hvitbok_kap7,Kort 1
