priority,status,action,name,key,mentions,sources,score,context,source_examples
LOW,missing_candidate,park_or_ignore_until_confirmed,Nguyen-Ones,nguyenones,1,1,6,"isstruktur. 5. **Toppublisert:** Artikler i Management Science, RAND, Economic Journal og Scandinavian Journal of Economics. ## Anbefalinger - Prioriter Foros/Nguyen-Ones (2020) om veiledende priser — direkte relevant fo",research/bibliotek/akademia/nhh-food/oystein-foros-profil.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Brian Nowak Jensen,brian-nowak-jensen,1,1,6,ception of price and quality in Danish grocery stores. ### 2. Optimering af konkurrenceevnen: Et grounded theory af det danske dagligvaremarked - **Authors:** Brian Nowak Jensen - **Year:** 2009 - **Institution:** Copenh,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Copenhagen Business School,copenhagen-business-school,1,1,6,### 2. Optimering af konkurrenceevnen: Et grounded theory af det danske dagligvaremarked - **Authors:** Brian Nowak Jensen - **Year:** 2009 - **Institution:** Copenhagen Business School (CBS) - **Programme:** MSc in Supp,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Malin Blank,malin-blank,1,1,6,ish market dynamics. --- ## SWEDEN ### 6. The Swedish food retail market: An econometric analysis of competition on local food retail markets - **Authors:** Malin Blank & Anna Maria Persson - **Year:** 2004 - **Instituti,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Anna Maria Persson,anna-maria-persson,1,1,6,amics. --- ## SWEDEN ### 6. The Swedish food retail market: An econometric analysis of competition on local food retail markets - **Authors:** Malin Blank & Anna Maria Persson - **Year:** 2004 - **Institution:** Linkopin,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Eric Ponzio,eric-ponzio,1,1,6,"arket power in the oligopolistic Swedish grocery market. ### 8. Svensk dagligvaruhandel: forandringar och strategier for markesvaruleverantorer - **Authors:** Eric Ponzio, Joakim Wulff & Martin Larsson - **Year:** 2004 -",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Joakim Wulff,joakim-wulff,1,1,6,"n the oligopolistic Swedish grocery market. ### 8. Svensk dagligvaruhandel: forandringar och strategier for markesvaruleverantorer - **Authors:** Eric Ponzio, Joakim Wulff & Martin Larsson - **Year:** 2004 - **Institutio",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Martin Larsson,martin-larsson,1,1,6,"stic Swedish grocery market. ### 8. Svensk dagligvaruhandel: forandringar och strategier for markesvaruleverantorer - **Authors:** Eric Ponzio, Joakim Wulff & Martin Larsson - **Year:** 2004 - **Institution:** Lund Unive",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Karin Demuth,karin-demuth,1,1,6,"investments. Analyzes impact on branded goods suppliers' strategies. ### 9. Globalisering inom dagligvaruhandeln: Har svenska aktorer en chans? - **Authors:** Karin Demuth, Carolin Bengtsson & Anna Bayer - **Year:** 2002",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Carolin Bengtsson,carolin-bengtsson,1,1,6,"nalyzes impact on branded goods suppliers' strategies. ### 9. Globalisering inom dagligvaruhandeln: Har svenska aktorer en chans? - **Authors:** Karin Demuth, Carolin Bengtsson & Anna Bayer - **Year:** 2002 - **Instituti",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Anna Bayer,anna-bayer,1,1,6,"anded goods suppliers' strategies. ### 9. Globalisering inom dagligvaruhandeln: Har svenska aktorer en chans? - **Authors:** Karin Demuth, Carolin Bengtsson & Anna Bayer - **Year:** 2002 - **Institution:** Lund Universit",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Anna Berge,anna-berge,1,1,6,ser relationships between retailers and Swedish dairies compared to foreign suppliers. ### 14. EMV-utvecklingens effekter pa mjolkproducenterna - **Authors:** Anna Berge & Charlotte Larsson - **Year:** 2013 - **Instituti,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Charlotte Larsson,charlotte-larsson,1,1,6,"hips between retailers and Swedish dairies compared to foreign suppliers. ### 14. EMV-utvecklingens effekter pa mjolkproducenterna - **Authors:** Anna Berge & Charlotte Larsson - **Year:** 2013 - **Institution:** SLU, De",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Relationship Marketing,relationship-marketing,1,1,6,. Seven semi-structured interviews with employees at various levels. Recent thesis applying Triple Bottom Line Framework to Swedish grocery logistics. ### 18. Relationship Marketing in the FMCG: The Forgotten Consumer - ,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,FMCG: Forgotten Consumer,fmcg-forgotten-consumer,1,1,6,iews with employees at various levels. Recent thesis applying Triple Bottom Line Framework to Swedish grocery logistics. ### 18. Relationship Marketing in the FMCG: The Forgotten Consumer - **Author:** Philip Gilchrist -,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Philip Gilchrist,philip-gilchrist,1,1,6,nt thesis applying Triple Bottom Line Framework to Swedish grocery logistics. ### 18. Relationship Marketing in the FMCG: The Forgotten Consumer - **Author:** Philip Gilchrist - **Year:** 2015 - **Institution:** Linkopin,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Industrial Engineering,industrial-engineering,1,1,6,"# 19. AI in the Swedish Food System - **Authors:** Amirhadi Zakeri & Yiming Lei - **Year:** 2024 - **Institution:** Uppsala University, Department of Civil and Industrial Engineering - **Programme:** Master Programme in ",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Master Programme,master-programme,1,1,6,"Authors:** Amirhadi Zakeri & Yiming Lei - **Year:** 2024 - **Institution:** Uppsala University, Department of Civil and Industrial Engineering - **Programme:** Master Programme in Industrial Management and Innovation - *",research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Investigates AI,investigates-ai,1,1,6,e in Industrial Management and Innovation - **Language:** English - **URL:** https://uu.diva-portal.org/smash/record.jsf?pid=diva2%3A1872486 - **Description:** Investigates AI implementation in Swedish food production us,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Maria Kupila,maria-kupila,1,1,6,ant to understanding Finland's unique market structure. ### 22. Exploring the significance of digital disruption on the Finnish grocery industry - **Author:** Maria Kupila - **Year:** 2020 - **Institution:** Aalto Univer,research/bibliotek/akademia/nordic-theses-bibliography.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nøkkelfunn - Presenterer,nkkelfunn-presenterer,1,1,6,"Management **Landing page:** https://doi.org/10.1016/j.wasman.2016.06.027 **PDF-URL:** ikke funnet **Lokal fil:** ikke lastet ned **Status:** metadata_only ## Nøkkelfunn - Presenterer et pilotert ""food to waste to food""-",research/bibliotek/akademia/pubmed/stoknes-k-2016-efficiency-of-a-novel-food.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Sammendrag: Hagar,sammendrag-hagar,1,1,6,"# Sammendrag: Hagar årsrapport 2024/25 **Dokument:** Hagar PLC: Management Report 2024/25 **Dato:** 15. april 2025 --- ## Økonomiske resultater - **Sales:** 180,342 m.ISK. - **",research/bibliotek/bransje/arsrapporter/hagar-2024-25.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Egne Merkevarer,egne-merkevarer,1,1,6,"2024:** 3,92 mrd. NOK. ## Strategiske satsinger 1. **Lavprisdominans:** Kiwi befester posisjonen som Norges største kjede og er hovedmotoren i konsernet. 2. **Egne Merkevarer (EMV):** First Price vokser kraftig som følge",research/bibliotek/bransje/arsrapporter/norgesgruppen-2024-25.md
LOW,missing_candidate,park_or_ignore_until_confirmed,First Price,first-price,1,1,6,# Strategiske satsinger 1. **Lavprisdominans:** Kiwi befester posisjonen som Norges største kjede og er hovedmotoren i konsernet. 2. **Egne Merkevarer (EMV):** First Price vokser kraftig som følge av økt prisbevissthet h,research/bibliotek/bransje/arsrapporter/norgesgruppen-2024-25.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Gjennom ASKO,gjennom-asko,1,1,6,ice vokser kraftig som følge av økt prisbevissthet hos forbrukerne. Konsernet bruker EMV aktivt for å styre prisbildet i lavprismarkedet. 3. **Logistikkmakt:** Gjennom ASKO kontrollerer NorgesGruppen den mest effektive d,research/bibliotek/bransje/arsrapporter/norgesgruppen-2024-25.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Rabbi-Amin,rabbiamin,1,1,6,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e514469af4\&appId=PPGMS [^41]: https://www.scribd.com/document/799748933/Rabbi-Amin-2024 [^42]: https://onlinelibrary.wiley.com/doi/10,research/bibliotek/forskningsrunde-2026-04-20-r2/p04-forskningsfronter-sirkulaer-mat-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Bruk Brønnøysund,bruk-brnnysund,1,1,6,"aler med Skretting, BioMar, Cargill, Mowi Feed, Felleskjøpet - Bruk Crunchbase for: - summerte funding‑runder (dato, type, beløp, investorer) - Bruk Brønnøysund/Bolagsverket/PRH: - registrert omsetning (kan brukes til å ",research/bibliotek/forskningsrunde-2026-04-20-r2/p07-alt-fiskefor-aktorkart-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Bruk Lens,bruk-lens,1,1,6,"orer) - Bruk Brønnøysund/Bolagsverket/PRH: - registrert omsetning (kan brukes til å sanity‑check volum) - nøkkelpersoner/styre, eiere - Bruk Lens/Google Patents: - kjerneteknologier og patentfamilier (som vi så for Cyber",research/bibliotek/forskningsrunde-2026-04-20-r2/p07-alt-fiskefor-aktorkart-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Google Patents,google-patents,1,1,6,"- Bruk Brønnøysund/Bolagsverket/PRH: - registrert omsetning (kan brukes til å sanity‑check volum) - nøkkelpersoner/styre, eiere - Bruk Lens/Google Patents: - kjerneteknologier og patentfamilier (som vi så for Cyberlindne",research/bibliotek/forskningsrunde-2026-04-20-r2/p07-alt-fiskefor-aktorkart-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nøkkelpersoner - Operativ,nkkelpersoner-operativ,1,1,6,".[^1][^2] - Diverse piloter for plantebasert mat, redusert klimaavtrykk i verdikjedene, og sirkulære råvarer (ofte i konsortium med dagligvare/industri). - Nøkkelpersoner - Operativ ledelse og programledere for Future Fo",research/bibliotek/forskningsrunde-2026-04-20-r2/p16-nordiske-do-tanks-stiftelser-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Stillingsnivå: PhD,stillingsniva-phd,1,1,6,"- Institusjon/miljø: NTNU, Dept. of Industrial Economics and Technology Management (VIL), tilknyttet Industrial Ecology via sirkulære forsyningskjeder.[^4] - Stillingsnivå: PhD‑stilling (utlyst 2026, prosjektperiode inne",research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,HANENs Gardsbutikkskole,hanens-gardsbutikkskole,1,1,6,"ntinuerlig vekst. Det ikoniske «veghanen»-skiltet langs norske veier har over 200 oppslag pa garder og opplevelsesstaer, med 25 nye skilt satt opp bare i 2025. HANENs Gardsbutikkskole hadde rundt 150 deltakere i forste k",research/bibliotek/horeca/farm-to-table-kortreist-mat.md
LOW,missing_candidate,park_or_ignore_until_confirmed,HOK-Elanto,hokelanto,1,1,6,"ling, IT, markedsføring og ekspertbistand til kooperativene. Hvert regionalt kooperativ er juridisk selvstendig med egen administrasjon og styre. De største er HOK-Elanto (Helsingfors-regionen), Arina (Nord-Finland) og P",research/bibliotek/nordisk/finland-s-group-osuuskauppa.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Pirkanmaan Osuuskauppa,pirkanmaan-osuuskauppa,1,1,6,". Hvert regionalt kooperativ er juridisk selvstendig med egen administrasjon og styre. De største er HOK-Elanto (Helsingfors-regionen), Arina (Nord-Finland) og Pirkanmaan Osuuskauppa (Tampere-regionen). SOKs øverste orga",research/bibliotek/nordisk/finland-s-group-osuuskauppa.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Executive Board,executive-board,1,1,6,"t kooperativ kan sende inntil fem representanter, men bare én har stemmerett. SOKs daglige ledelse ledes av administrerende direktør Hannu Krook, med et styre (Executive Board) valgt av representantskapet. S Groups dagli",research/bibliotek/nordisk/finland-s-group-osuuskauppa.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Sigala EG,sigala-eg,1,1,6,"blingen til matsvinn i husholdninger. - **Relevans:** **Svært høy** — Skandinavisk studie, direkte relevant for dagligvarehandel og matsvinnreduksjon. ### 4.2 Sigala EG et al. — Reducing food waste in the HORECA sector u",research/bibliotek/pubmed-soek-2026-03-19.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Silva JM,silva-jm,1,1,6,r mer kontekstuell tilnærming. - **Relevans:** **Middels-høy** — Gir konseptuelt rammeverk for diskusjon av matsvinnstrategi. ### 4.5 de Almeida Oroski F & da Silva JM — Understanding food waste-reducing platforms (2023),research/bibliotek/pubmed-soek-2026-03-19.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Arosemena Polo JD,arosemena-polo-jd,1,1,6,t — hvordan sirkulære økonomiske prinsipper kan styrke urban matforsyning. - **Relevans:** **Høy** — Kobler urban matproduksjon og lokal matsikkerhet. ### 5.3 Arosemena Polo JD et al. — Closing the nutrient cycle in urba,research/bibliotek/pubmed-soek-2026-03-19.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Key Files,key-files,1,1,6,"MunicipalityPanel (FoodFlowSankey, MarginsChart, (MarketShare, ParentCompany, SelfSufficiencyChart) StoreType, ComparisonChart) ``` ### Key Files - `src/contexts/FoodSystemsContext.tsx` - state management - `src/componen",research/brocode-bakgrunn/fase2-status.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Kobling SLU,kobling-slu,1,1,6,"Hanne Fjerdingby Olsen (NMBU) Lagt til som kontaktperson på NMBU-aktøren - FeedLoop (2025–2027) — sirkulaert matsystemdesign - NewTools (FHI) — indikatorer - Kobling SLU, Wageningen, FoodStudio Helsinki #### NCE Heidner ",research/cathrine-ten-step-oppsummering.md
LOW,missing_candidate,park_or_ignore_until_confirmed,FoodStudio Helsinki,foodstudio-helsinki,1,1,6,"MBU) Lagt til som kontaktperson på NMBU-aktøren - FeedLoop (2025–2027) — sirkulaert matsystemdesign - NewTools (FHI) — indikatorer - Kobling SLU, Wageningen, FoodStudio Helsinki #### NCE Heidner Biocluster Ny aktør med 4",research/cathrine-ten-step-oppsummering.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Home Our,home-our,1,1,6,"bile-overlay-nav""> Menu value === true && ($el.style.top = `0px`))"" style=""display: none;""> value === true && ($el.style.top = `0px`))"" style=""display: none;""> Home Our portfolio Our portfolio Properties Board &amp; mana",research/evidence-pack/arsrapporter/cibus-nordic-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Svenska Svenska Change,svenska-svenska-change,1,1,6,"=== true && ($el.style.top = `0px`))"" style=""display: none;""> Home Our portfolio Our portfolio Properties Board &amp; management Investors About us Contact us Svenska Svenska Change section { open = value === 0})""> Press",research/evidence-pack/arsrapporter/cibus-nordic-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Press News Media Financial,press-news-media-financial,1,1,6,"one;""> Home Our portfolio Our portfolio Properties Board &amp; management Investors About us Contact us Svenska Svenska Change section { open = value === 0})""> Press News Media Financial reports Financial calendar { open",research/evidence-pack/arsrapporter/cibus-nordic-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,IR Contact Pia-Lena Olofsson,ir-contact-pialena-olofsson,1,1,6,up to date on Press releases and Reports. Contact us Reg. No. 559135-0599 Kungsgatan 26 SE-111 35 Stockholm Sweden +46 (0) 8 12 439 100 [email&#160;protected] IR Contact Pia-Lena Olofsson +46 (0) 8 12 439 100 About us Ou,research/evidence-pack/arsrapporter/cibus-nordic-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Our Portfolio Board,our-portfolio-board,1,1,6,No. 559135-0599 Kungsgatan 26 SE-111 35 Stockholm Sweden +46 (0) 8 12 439 100 [email&#160;protected] IR Contact Pia-Lena Olofsson +46 (0) 8 12 439 100 About us Our Portfolio Board &amp; Management Investors Contact Us Wh,research/evidence-pack/arsrapporter/cibus-nordic-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Swegreen News,swegreen-news,1,1,6,# SweGreen ICA Maxi in-store vertical farm Angelholm 2024 Kilde: https://www.swegreen.com/news Swegreen News – In-store farming &amp; future food production - Swegreen Free cookie consent management tool by TermsFeed Ope,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Swegreen Free,swegreen-free,1,1,6,SweGreen ICA Maxi in-store vertical farm Angelholm 2024 Kilde: https://www.swegreen.com/news Swegreen News – In-store farming &amp; future food production - Swegreen Free cookie consent management tool by TermsFeed Open ,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,TermsFeed Open,termsfeed-open,1,1,6,olm 2024 Kilde: https://www.swegreen.com/news Swegreen News – In-store farming &amp; future food production - Swegreen Free cookie consent management tool by TermsFeed Open main menu How it works In-Store Farming Our In-,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,In-Store Farming Our In,instore-farming-our-in,1,1,6,com/news Swegreen News – In-store farming &amp; future food production - Swegreen Free cookie consent management tool by TermsFeed Open main menu How it works In-Store Farming Our In-store locations News Get started På S,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,News Get,news-get,1,1,6,ng &amp; future food production - Swegreen Free cookie consent management tool by TermsFeed Open main menu How it works In-Store Farming Our In-store locations News Get started På Svenska News Get started På Svenska News,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Svenska News Get,svenska-news-get,1,1,6,ood production - Swegreen Free cookie consent management tool by TermsFeed Open main menu How it works In-Store Farming Our In-store locations News Get started På Svenska News Get started På Svenska News Media coverage P,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Svenska News Media,svenska-news-media,1,1,6,ee cookie consent management tool by TermsFeed Open main menu How it works In-Store Farming Our In-store locations News Get started På Svenska News Get started På Svenska News Media coverage Press releases LinkedIn ↗ Lat,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Fotografiska Stockholm,fotografiska-stockholm,1,1,6,"Nov, 2024 Three Important Partnerships Extended – Swegreen Secures Contracts Worth 12 Million SEK Swegreen is proud to announce that three of our key clients – Fotografiska Stockholm, ICA Focus Göteborg, and ICA Maxi Ste",research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,New AI Function,new-ai-function,1,1,6,"as part of its farming service is about to become more high-tech and efficient, thanks to the innovative research project Carbon2Food. Read more 24th Oct, 2022 New AI Function in the Digital Platform Soon, the nutrient m",research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Digital Platform Soon,digital-platform-soon,1,1,6,"service is about to become more high-tech and efficient, thanks to the innovative research project Carbon2Food. Read more 24th Oct, 2022 New AI Function in the Digital Platform Soon, the nutrient management in our in-sto",research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.md
LOW,missing_candidate,park_or_ignore_until_confirmed,How Too Good To Go,how-too-good-to-go,1,1,6,To Go brings in 162m year selling leftovers Kilde: https://www.cnbc.com/video/2024/11/16/how-too-good-to-go-brings-in-162-millionyear-selling-leftovers.html How Too Good To Go brings in $162 million/year selling leftover,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Skip Navigation Success Startups Side,skip-navigation-success-startups-side,1,1,6,cnbc.com/video/2024/11/16/how-too-good-to-go-brings-in-162-millionyear-selling-leftovers.html How Too Good To Go brings in $162 million/year selling leftovers Skip Navigation Success Startups Side Hustles Power Players L,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Hustles Power Players Leadership Money,hustles-power-players-leadership-money,1,1,6,-to-go-brings-in-162-millionyear-selling-leftovers.html How Too Good To Go brings in $162 million/year selling leftovers Skip Navigation Success Startups Side Hustles Power Players Leadership Money Earn Spend Save and In,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Earn Spend Save,earn-spend-save,1,1,6,g-leftovers.html How Too Good To Go brings in $162 million/year selling leftovers Skip Navigation Success Startups Side Hustles Power Players Leadership Money Earn Spend Save and Invest Become Debt-Free Work Land the Job,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Invest Become Debt-Free Work,invest-become-debtfree-work,1,1,6,w Too Good To Go brings in $162 million/year selling leftovers Skip Navigation Success Startups Side Hustles Power Players Leadership Money Earn Spend Save and Invest Become Debt-Free Work Land the Job Get Ahead Level Up,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Job Get Ahead Level Up,job-get-ahead-level-up,1,1,6,n/year selling leftovers Skip Navigation Success Startups Side Hustles Power Players Leadership Money Earn Spend Save and Invest Become Debt-Free Work Land the Job Get Ahead Level Up Science of Success Life Pop Culture a,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Success Life Pop Culture,success-life-pop-culture,1,1,6,gation Success Startups Side Hustles Power Players Leadership Money Earn Spend Save and Invest Become Debt-Free Work Land the Job Get Ahead Level Up Science of Success Life Pop Culture and Media Psychology and Relationsh,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Media Psychology,media-psychology,1,1,6,Hustles Power Players Leadership Money Earn Spend Save and Invest Become Debt-Free Work Land the Job Get Ahead Level Up Science of Success Life Pop Culture and Media Psychology and Relationships Health and Wellness Real ,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Relationships Health,relationships-health,1,1,6,Leadership Money Earn Spend Save and Invest Become Debt-Free Work Land the Job Get Ahead Level Up Science of Success Life Pop Culture and Media Psychology and Relationships Health and Wellness Real Estate Video Most Popu,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Events RAS Summit,events-ras-summit,1,1,6,rch in posts Search in pages &times; Explore Features News Opinion Showcase Hatchery International Aquaculture North America RASTECH USA RASTECH EUROPE Virtual Events RAS Summit 2024 RAS Summit 2022 RAS Summit 2020 Video,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Videos Webinars RAS Academy Browse,videos-webinars-ras-academy-browse,1,1,6,ews Opinion Showcase Hatchery International Aquaculture North America RASTECH USA RASTECH EUROPE Virtual Events RAS Summit 2024 RAS Summit 2022 RAS Summit 2020 Videos Webinars RAS Academy Browse By Aquaponics Education F,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Ozone Week Water Quality Week,ozone-week-water-quality-week,1,1,6,Summit 2022 RAS Summit 2020 Videos Webinars RAS Academy Browse By Aquaponics Education Freshwater Management Marine Profile Research Sustainability Technology Ozone Week Water Quality Week Information About Advertise Con,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Information About Advertise Contact Digital,information-about-advertise-contact-digital,1,1,6,ideos Webinars RAS Academy Browse By Aquaponics Education Freshwater Management Marine Profile Research Sustainability Technology Ozone Week Water Quality Week Information About Advertise Contact Digital Edition Digital ,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Edition Digital Edition Archives,edition-digital-edition-archives,1,1,6,ics Education Freshwater Management Marine Profile Research Sustainability Technology Ozone Week Water Quality Week Information About Advertise Contact Digital Edition Digital Edition Archives eNews Archives Subscribe --,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Opinion Growing,opinion-growing,1,1,6,"es across food, feed, and energy sectors. Recent features Western seaweed sector cannot scale on temperate biomass alone Regenerative aquaculture 16 March 2026 Opinion Growing red drum in paradise Broodstock management 1",research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-thefishsite-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,RAS Recirculating,ras-recirculating,1,1,6,"ture 16 March 2026 Opinion Growing red drum in paradise Broodstock management 10 March 2026 Local, antibiotic-free and automated: inside HanseGarnelen’s shrimp RAS Recirculating aquaculture systems (RAS) 19 February 2026",research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-thefishsite-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Voices Most,voices-most,1,1,6,air... Community NAD strengthens board with... Community Maria 01 report shows... More Startuplingo Inspiring Profiles Events ArcticStartup Events Arctic15 the Voices Most startup events do... the Voices Startup ecosyste,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Funding VTT,funding-vtt,1,1,6,stonia&#8217;s Pickmybrain lands $2.1... Sustainability Partnerships Estonian ÄIO brings fermentation-derived... Funding Swedish Enkei raises oversubscribed... Funding VTT spinout Elea &#038;... Funding Finland&#8217;s P,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Funding Lithuania’s Tingit,funding-lithuanias-tingit,1,1,6,brings fermentation-derived... Funding Swedish Enkei raises oversubscribed... Funding VTT spinout Elea &#038;... Funding Finland&#8217;s Prenew secures €1.8... Funding Lithuania’s Tingit lands €1.5... Glossary Job Board ,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Glossary Job Board Event Calendar,glossary-job-board-event-calendar,1,1,6,edish Enkei raises oversubscribed... Funding VTT spinout Elea &#038;... Funding Finland&#8217;s Prenew secures €1.8... Funding Lithuania’s Tingit lands €1.5... Glossary Job Board Event Calendar PR Search Glossary Search ,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
